Info,UF,Município,Metro/Interior,Ano_Semana,CasosAcumulados,CasosNovos,ObitosAcumulados,ObitosNovos
COVID19Casos,PE,Terezinha,Interior,9/2023,8.481,1.0,77.0,0
COVID19Casos,PE,Terra Nova,Interior,9/2023,17.570,0.0,112.0,0
COVID19Casos,PE,Timbaúba,Interior,9/2023,48.874,0.0,903.0,0
COVID19Casos,PE,Toritama,Interior,9/2023,18.160,2.0,357.0,0
COVID19Casos,PE,Tracunhaém,Interior,9/2023,6.412,0.0,189.0,0
COVID19Casos,PE,Trindade,Interior,9/2023,19.187,0.0,420.0,0
COVID19Casos,PE,Triunfo,Interior,9/2023,14.372,2.0,217.0,0
COVID19Casos,PE,Tupanatinga,Interior,9/2023,12.124,0.0,96.0,1
COVID19Casos,PE,Tuparetama,Interior,9/2023,10.530,6.0,217.0,0
COVID19Casos,PE,Venturosa,Interior,9/2023,22.659,0.0,266.0,0
COVID19Casos,PE,Verdejante,Interior,9/2023,6.965,0.0,84.0,0
COVID19Casos,PE,Vertente do Lério,Interior,9/2023,7.441,0.0,70.0,0
COVID19Casos,PE,Vertentes,Interior,9/2023,21.630,0.0,105.0,0
COVID19Casos,PE,Vicência,Interior,9/2023,13.387,1.0,266.0,0
COVID19Casos,PE,Vitória de Santo Antão,Interior,9/2023,101.940,38.0,2.597,0
COVID19Casos,PE,Xexéu,Interior,9/2023,8.296,11.0,210.0,0
COVID19Casos,PI,,Interior,9/2023,0,0.0,0.0,0
COVID19Casos,PI,Acauã,Interior,9/2023,1.806,0.0,21.0,0
COVID19Casos,PI,Agricolândia,Interior,9/2023,7.448,0.0,91.0,0
COVID19Casos,PI,Água Branca,Interior,9/2023,13.650,0.0,546.0,0
COVID19Casos,PI,Alagoinha do Piauí,Interior,9/2023,2.877,0.0,91.0,0
COVID19Casos,PI,Alegrete do Piauí,Interior,9/2023,4.641,0.0,63.0,0
COVID19Casos,PI,Alto Longá,Interior,9/2023,6.706,0.0,126.0,0
COVID19Casos,PI,Altos,Reg. Metropolitana,9/2023,46.298,0.0,854.0,0
COVID19Casos,PI,Alvorada do Gurguéia,Interior,9/2023,6.965,0.0,105.0,0
COVID19Casos,PI,Amarante,Interior,9/2023,13.314,0.0,294.0,0
COVID19Casos,PI,Angical do Piauí,Interior,9/2023,6.328,0.0,91.0,0
COVID19Casos,PI,Anísio de Abreu,Interior,9/2023,2.205,0.0,112.0,0
COVID19Casos,PI,Antônio Almeida,Interior,9/2023,3.024,0.0,77.0,0
COVID19Casos,PI,Aroazes,Interior,9/2023,5.502,0.0,105.0,0
COVID19Casos,PI,Aroeiras do Itaim,Interior,9/2023,1.330,0.0,21.0,0
COVID19Casos,PI,Arraial,Interior,9/2023,1.211,0.0,21.0,0
COVID19Casos,PI,Assunção do Piauí,Interior,9/2023,2.884,0.0,77.0,0
COVID19Casos,PI,Avelino Lopes,Interior,9/2023,6.090,0.0,182.0,0
COVID19Casos,PI,Baixa Grande do Ribeiro,Interior,9/2023,18.963,0.0,259.0,0
COVID19Casos,PI,Barra D'Alcântara,Interior,9/2023,1.540,0.0,42.0,0
COVID19Casos,PI,Barras,Interior,9/2023,49.483,0.0,784.0,0
COVID19Casos,PI,Barreiras do Piauí,Interior,9/2023,798,0.0,28.0,0
COVID19Casos,PI,Barro Duro,Interior,9/2023,6.160,0.0,84.0,0
COVID19Casos,PI,Batalha,Interior,9/2023,11.235,0.0,301.0,0
COVID19Casos,PI,Bela Vista do Piauí,Interior,9/2023,2.303,0.0,49.0,0
COVID19Casos,PI,Belém do Piauí,Interior,9/2023,4.389,0.0,56.0,0
COVID19Casos,PI,Beneditinos,Reg. Metropolitana,9/2023,11.487,0.0,308.0,0
COVID19Casos,PI,Bertolínia,Interior,9/2023,8.981,0.0,84.0,0
COVID19Casos,PI,Betânia do Piauí,Interior,9/2023,1.288,0.0,28.0,0
COVID19Casos,PI,Boa Hora,Interior,9/2023,4.256,0.0,49.0,0
COVID19Casos,PI,Bocaina,Interior,9/2023,3.171,0.0,77.0,0
COVID19Casos,PI,Bom Jesus,Interior,9/2023,27.713,0.0,406.0,0
COVID19Casos,PI,Bom Princípio do Piauí,Interior,9/2023,2.114,0.0,98.0,0
COVID19Casos,PI,Bonfim do Piauí,Interior,9/2023,3.633,0.0,63.0,0
COVID19Casos,PI,Boqueirão do Piauí,Interior,9/2023,6.272,0.0,119.0,0
COVID19Casos,PI,Brasileira,Interior,9/2023,7.910,0.0,154.0,0
COVID19Casos,PI,Brejo do Piauí,Interior,9/2023,1.743,0.0,42.0,0
COVID19Casos,PI,Buriti dos Lopes,Interior,9/2023,12.264,0.0,273.0,0
COVID19Casos,PI,Buriti dos Montes,Interior,9/2023,5.075,0.0,77.0,0
COVID19Casos,PI,Cabeceiras do Piauí,Interior,9/2023,6.692,0.0,133.0,0
COVID19Casos,PI,Cajazeiras do Piauí,Interior,9/2023,644,0.0,14.0,0
COVID19Casos,PI,Cajueiro da Praia,Interior,9/2023,3.507,0.0,147.0,0
COVID19Casos,PI,Caldeirão Grande do Piauí,Interior,9/2023,3.857,0.0,14.0,0
COVID19Casos,PI,Campinas do Piauí,Interior,9/2023,1.848,0.0,14.0,0
COVID19Casos,PI,Campo Alegre do Fidalgo,Interior,9/2023,4.200,0.0,21.0,0
COVID19Casos,PI,Campo Grande do Piauí,Interior,9/2023,3.647,0.0,77.0,0
COVID19Casos,PI,Campo Largo do Piauí,Interior,9/2023,3.647,0.0,56.0,0
COVID19Casos,PI,Campo Maior,Interior,9/2023,50.113,0.0,1.267,0
COVID19Casos,PI,Canavieira,Interior,9/2023,3.451,0.0,56.0,0
COVID19Casos,PI,Canto do Buriti,Interior,9/2023,11.956,0.0,378.0,0
COVID19Casos,PI,Capitão de Campos,Interior,9/2023,5.985,0.0,217.0,0
COVID19Casos,PI,Capitão Gervásio Oliveira,Interior,9/2023,1.022,0.0,84.0,0
COVID19Casos,PI,Caracol,Interior,9/2023,3.094,0.0,133.0,0
COVID19Casos,PI,Caraúbas do Piauí,Interior,9/2023,1.379,0.0,84.0,0
COVID19Casos,PI,Caridade do Piauí,Interior,9/2023,6.118,0.0,42.0,0
COVID19Casos,PI,Castelo do Piauí,Interior,9/2023,17.787,0.0,287.0,0
COVID19Casos,PI,Caxingó,Interior,9/2023,1.113,0.0,14.0,0
COVID19Casos,PI,Cocal,Interior,9/2023,14.392,0.0,378.0,0
COVID19Casos,PI,Cocal de Telha,Interior,9/2023,4.424,0.0,98.0,0
COVID19Casos,PI,Cocal dos Alves,Interior,9/2023,3.003,0.0,56.0,0
COVID19Casos,PI,Coivaras,Reg. Metropolitana,9/2023,2.520,0.0,42.0,0
COVID19Casos,PI,Colônia do Gurguéia,Interior,9/2023,5.096,0.0,98.0,0
COVID19Casos,PI,Colônia do Piauí,Interior,9/2023,7.035,0.0,42.0,0
COVID19Casos,PI,Conceição do Canindé,Interior,9/2023,3.731,0.0,49.0,0
COVID19Casos,PI,Coronel José Dias,Interior,9/2023,917,0.0,42.0,0
COVID19Casos,PI,Corrente,Interior,9/2023,16.744,0.0,266.0,0
COVID19Casos,PI,Cristalândia do Piauí,Interior,9/2023,504,0.0,28.0,0
COVID19Casos,PI,Cristino Castro,Interior,9/2023,7.420,0.0,98.0,0
COVID19Casos,PI,Curimatá,Interior,9/2023,8.533,0.0,189.0,0
COVID19Casos,PI,Currais,Interior,9/2023,4.676,0.0,21.0,0
COVID19Casos,PI,Curral Novo do Piauí,Interior,9/2023,2.513,0.0,14.0,0
COVID19Casos,PI,Curralinhos,Reg. Metropolitana,9/2023,4.704,0.0,28.0,0
COVID19Casos,PI,Demerval Lobão,Reg. Metropolitana,9/2023,26.768,0.0,301.0,0
COVID19Casos,PI,Dirceu Arcoverde,Interior,9/2023,2.597,0.0,91.0,0
COVID19Casos,PI,Dom Expedito Lopes,Interior,9/2023,5.488,0.0,98.0,0
COVID19Casos,PI,Dom Inocêncio,Interior,9/2023,5.033,0.0,56.0,0
COVID19Casos,PI,Domingos Mourão,Interior,9/2023,1.967,0.0,35.0,0
COVID19Casos,PI,Elesbão Veloso,Interior,9/2023,5.306,0.0,252.0,0
COVID19Casos,PI,Eliseu Martins,Interior,9/2023,2.716,0.0,119.0,0
COVID19Casos,PI,Esperantina,Interior,9/2023,20.762,0.0,735.0,0
COVID19Casos,PI,Fartura do Piauí,Interior,9/2023,1.330,0.0,49.0,0
COVID19Casos,PI,Flores do Piauí,Interior,9/2023,1.323,0.0,42.0,0
COVID19Casos,PI,Floresta do Piauí,Interior,9/2023,756,0.0,28.0,0
COVID19Casos,PI,Floriano,Interior,9/2023,77.364,0.0,1.309,0
COVID19Casos,PI,Francinópolis,Interior,9/2023,539,0.0,49.0,0
COVID19Casos,PI,Francisco Ayres,Interior,9/2023,3.710,0.0,49.0,0
COVID19Casos,PI,Francisco Macedo,Interior,9/2023,4.228,0.0,42.0,0
COVID19Casos,PI,Francisco Santos,Interior,9/2023,5.530,0.0,56.0,0
COVID19Casos,PI,Fronteiras,Interior,9/2023,9.170,0.0,84.0,0
COVID19Casos,PI,Geminiano,Interior,9/2023,4.746,0.0,42.0,0
COVID19Casos,PI,Gilbués,Interior,9/2023,7.931,0.0,49.0,0
COVID19Casos,PI,Guadalupe,Interior,9/2023,11.893,0.0,203.0,0
COVID19Casos,PI,Guaribas,Interior,9/2023,756,0.0,14.0,0
COVID19Casos,PI,Hugo Napoleão,Interior,9/2023,6.335,0.0,63.0,0
COVID19Casos,PI,Ilha Grande,Interior,9/2023,9.590,0.0,147.0,0
COVID19Casos,PI,Inhuma,Interior,9/2023,12.502,0.0,217.0,0
COVID19Casos,PI,Ipiranga do Piauí,Interior,9/2023,6.125,0.0,140.0,0
COVID19Casos,PI,Isaías Coelho,Interior,9/2023,7.672,0.0,70.0,0
COVID19Casos,PI,Itainópolis,Interior,9/2023,12.495,0.0,105.0,0
COVID19Casos,PI,Itaueira,Interior,9/2023,5.523,0.0,196.0,0
COVID19Casos,PI,Jacobina do Piauí,Interior,9/2023,4.424,0.0,28.0,0
COVID19Casos,PI,Jaicós,Interior,9/2023,22.260,0.0,308.0,0
COVID19Casos,PI,Jardim do Mulato,Interior,9/2023,2.478,0.0,35.0,0
COVID19Casos,PI,Jatobá do Piauí,Interior,9/2023,2.702,0.0,70.0,0
COVID19Casos,PI,Jerumenha,Interior,9/2023,1.491,0.0,56.0,0
COVID19Casos,PI,João Costa,Interior,9/2023,2.317,0.0,28.0,0
COVID19Casos,PI,Joaquim Pires,Interior,9/2023,12.320,0.0,231.0,0
COVID19Casos,PI,Joca Marques,Interior,9/2023,4.298,0.0,63.0,0
COVID19Casos,PI,José de Freitas,Reg. Metropolitana,9/2023,61.621,0.0,665.0,0
COVID19Casos,PI,Juazeiro do Piauí,Interior,9/2023,4.613,0.0,28.0,0
COVID19Casos,PI,Júlio Borges,Interior,9/2023,1.050,0.0,126.0,0
COVID19Casos,PI,Jurema,Interior,9/2023,2.219,0.0,56.0,0
COVID19Casos,PI,Lagoa Alegre,Reg. Metropolitana,9/2023,3.374,0.0,98.0,0
COVID19Casos,PI,Lagoa de São Francisco,Interior,9/2023,5.922,0.0,42.0,0
COVID19Casos,PI,Lagoa do Barro do Piauí,Interior,9/2023,7.504,0.0,77.0,0
COVID19Casos,PI,Lagoa do Piauí,Reg. Metropolitana,9/2023,8.778,0.0,42.0,0
COVID19Casos,PI,Lagoa do Sítio,Interior,9/2023,700,0.0,98.0,0
COVID19Casos,PI,Lagoinha do Piauí,Interior,9/2023,2.793,0.0,63.0,0
COVID19Casos,PI,Landri Sales,Interior,9/2023,8.484,0.0,189.0,0
COVID19Casos,PI,Luís Correia,Interior,9/2023,17.787,0.0,469.0,0
COVID19Casos,PI,Luzilândia,Interior,9/2023,23.597,0.0,476.0,0
COVID19Casos,PI,Madeiro,Interior,9/2023,2.898,0.0,49.0,0
COVID19Casos,PI,Manoel Emídio,Interior,9/2023,3.535,0.0,147.0,0
COVID19Casos,PI,Marcolândia,Interior,9/2023,7.077,0.0,147.0,0
COVID19Casos,PI,Marcos Parente,Interior,9/2023,3.290,0.0,70.0,0
COVID19Casos,PI,Massapê do Piauí,Interior,9/2023,5.292,0.0,21.0,0
COVID19Casos,PI,Matias Olímpio,Interior,9/2023,5.180,0.0,105.0,0
COVID19Casos,PI,Miguel Alves,Interior,9/2023,16.121,0.0,280.0,0
COVID19Casos,PI,Miguel Leão,Reg. Metropolitana,9/2023,3.066,0.0,21.0,0
COVID19Casos,PI,Milton Brandão,Interior,9/2023,2.464,0.0,21.0,0
COVID19Casos,PI,Monsenhor Gil,Reg. Metropolitana,9/2023,13.230,0.0,329.0,0
COVID19Casos,PI,Monsenhor Hipólito,Interior,9/2023,6.440,0.0,56.0,0
COVID19Casos,PI,Monte Alegre do Piauí,Interior,9/2023,8.575,0.0,147.0,0
COVID19Casos,PI,Morro Cabeça no Tempo,Interior,9/2023,1.169,0.0,49.0,0
COVID19Casos,PI,Morro do Chapéu do Piauí,Interior,9/2023,8.666,0.0,49.0,0
COVID19Casos,PI,Murici dos Portelas,Interior,9/2023,2.380,0.0,77.0,0
COVID19Casos,PI,Nazaré do Piauí,Interior,9/2023,3.199,0.0,112.0,0
COVID19Casos,PI,Nazária,Reg. Metropolitana,9/2023,3.241,0.0,133.0,0
COVID19Casos,PI,Nossa Senhora de Nazaré,Interior,9/2023,6.482,0.0,140.0,0
COVID19Casos,PI,Nossa Senhora dos Remédios,Interior,9/2023,6.643,0.0,112.0,0
COVID19Casos,PI,Nova Santa Rita,Interior,9/2023,1.064,0.0,28.0,0
COVID19Casos,PI,Novo Oriente do Piauí,Interior,9/2023,2.982,0.0,91.0,0
COVID19Casos,PI,Novo Santo Antônio,Interior,9/2023,1.988,0.0,35.0,0
COVID19Casos,PI,Oeiras,Interior,9/2023,47.061,0.0,658.0,0
COVID19Casos,PI,Olho D'Água do Piauí,Interior,9/2023,2.310,0.0,21.0,0
COVID19Casos,PI,Padre Marcos,Interior,9/2023,4.193,0.0,63.0,0
COVID19Casos,PI,Paes Landim,Interior,9/2023,2.212,0.0,63.0,0
COVID19Casos,PI,Pajeú do Piauí,Interior,9/2023,728,0.0,63.0,0
COVID19Casos,PI,Palmeira do Piauí,Interior,9/2023,1.666,0.0,49.0,0
COVID19Casos,PI,Palmeirais,Interior,9/2023,2.338,0.0,175.0,0
COVID19Casos,PI,Paquetá,Interior,9/2023,1.414,0.0,63.0,0
COVID19Casos,PI,Parnaguá,Interior,9/2023,4.242,0.0,77.0,0
COVID19Casos,PI,Parnaíba,Interior,9/2023,160.636,0.0,3.612,0
COVID19Casos,PI,Passagem Franca do Piauí,Interior,9/2023,1.827,0.0,84.0,0
COVID19Casos,PI,Patos do Piauí,Interior,9/2023,4.655,0.0,84.0,0
COVID19Casos,PI,Pau D'Arco do Piauí,Interior,9/2023,3.528,0.0,35.0,0
COVID19Casos,PI,Paulistana,Interior,9/2023,9.366,0.0,133.0,0
COVID19Casos,PI,Pavussu,Interior,9/2023,4.025,0.0,105.0,0
COVID19Casos,PI,Pedro II,Interior,9/2023,38.458,0.0,854.0,0
COVID19Casos,PI,Pedro Laurentino,Interior,9/2023,574,0.0,28.0,0
COVID19Casos,PI,Picos,Interior,9/2023,100.926,0.0,1.351,0
COVID19Casos,PI,Pimenteiras,Interior,9/2023,10.759,0.0,231.0,0
COVID19Casos,PI,Pio IX,Interior,9/2023,18.081,0.0,182.0,0
COVID19Casos,PI,Piracuruca,Interior,9/2023,21.203,0.0,826.0,0
COVID19Casos,PI,Piripiri,Interior,9/2023,110.971,0.0,1.589,0
COVID19Casos,PI,Porto,Interior,9/2023,3.906,0.0,126.0,0
COVID19Casos,PI,Porto Alegre do Piauí,Interior,9/2023,1.309,0.0,28.0,0
COVID19Casos,PI,Prata do Piauí,Interior,9/2023,2.415,0.0,35.0,0
COVID19Casos,PI,Queimada Nova,Interior,9/2023,9.450,0.0,42.0,0
COVID19Casos,PI,Redenção do Gurguéia,Interior,9/2023,7.539,0.0,175.0,0
COVID19Casos,PI,Regeneração,Interior,9/2023,9.352,0.0,217.0,0
COVID19Casos,PI,Riacho Frio,Interior,9/2023,1.561,0.0,35.0,0
COVID19Casos,PI,Ribeira do Piauí,Interior,9/2023,644,0.0,49.0,0
COVID19Casos,PI,Ribeiro Gonçalves,Interior,9/2023,6.860,0.0,119.0,0
COVID19Casos,PI,Rio Grande do Piauí,Interior,9/2023,4.641,0.0,70.0,0
COVID19Casos,PI,Santa Cruz do Piauí,Interior,9/2023,6.202,0.0,105.0,0
COVID19Casos,PI,Santa Cruz dos Milagres,Interior,9/2023,2.023,0.0,14.0,0
COVID19Casos,PI,Santa Filomena,Interior,9/2023,1.246,0.0,35.0,0
COVID19Casos,PI,Santa Luz,Interior,9/2023,4.249,0.0,56.0,0
COVID19Casos,PI,Santa Rosa do Piauí,Interior,9/2023,1.848,0.0,42.0,0
COVID19Casos,PI,Santana do Piauí,Interior,9/2023,2.044,0.0,49.0,0
COVID19Casos,PI,Santo Antônio de Lisboa,Interior,9/2023,896,0.0,35.0,0
COVID19Casos,PI,Santo Antônio dos Milagres,Interior,9/2023,2.219,0.0,21.0,0
COVID19Casos,PI,Santo Inácio do Piauí,Interior,9/2023,2.338,0.0,49.0,0
COVID19Casos,PI,São Braz do Piauí,Interior,9/2023,1.316,0.0,105.0,0
COVID19Casos,PI,São Félix do Piauí,Interior,9/2023,3.577,0.0,28.0,0
COVID19Casos,PI,São Francisco de Assis do Piauí,Interior,9/2023,3.409,0.0,35.0,0
COVID19Casos,PI,São Francisco do Piauí,Interior,9/2023,1.659,0.0,70.0,0
COVID19Casos,PI,São Gonçalo do Gurguéia,Interior,9/2023,1.617,0.0,42.0,0
COVID19Casos,PI,São Gonçalo do Piauí,Interior,9/2023,3.332,0.0,63.0,0
COVID19Casos,PI,São João da Canabrava,Interior,9/2023,4.410,0.0,63.0,0
COVID19Casos,PI,São João da Fronteira,Interior,9/2023,1.869,0.0,49.0,0
COVID19Casos,PI,São João da Serra,Interior,9/2023,3.024,0.0,133.0,0
COVID19Casos,PI,São João da Varjota,Interior,9/2023,2.632,0.0,14.0,0
COVID19Casos,PI,São João do Arraial,Interior,9/2023,6.545,0.0,77.0,0
COVID19Casos,PI,São João do Piauí,Interior,9/2023,28.126,0.0,273.0,0
COVID19Casos,PI,São José do Divino,Interior,9/2023,2.765,0.0,98.0,0
COVID19Casos,PI,São José do Peixe,Interior,9/2023,2.744,0.0,28.0,0
COVID19Casos,PI,São José do Piauí,Interior,9/2023,2.233,0.0,63.0,0
COVID19Casos,PI,São Julião,Interior,9/2023,2.541,0.0,105.0,0
COVID19Casos,PI,São Lourenço do Piauí,Interior,9/2023,483,0.0,28.0,0
COVID19Casos,PI,São Luis do Piauí,Interior,9/2023,1.435,0.0,7.0,0
COVID19Casos,PI,São Miguel da Baixa Grande,Interior,9/2023,2.198,0.0,28.0,0
COVID19Casos,PI,São Miguel do Fidalgo,Interior,9/2023,2.135,0.0,28.0,0
COVID19Casos,PI,São Miguel do Tapuio,Interior,9/2023,4.739,0.0,126.0,0
COVID19Casos,PI,São Pedro do Piauí,Interior,9/2023,17.241,0.0,245.0,0
COVID19Casos,PI,São Raimundo Nonato,Interior,9/2023,34.097,0.0,511.0,0
COVID19Casos,PI,Sebastião Barros,Interior,9/2023,175,0.0,21.0,0
COVID19Casos,PI,Sebastião Leal,Interior,9/2023,7.889,0.0,63.0,0
COVID19Casos,PI,Sigefredo Pacheco,Interior,9/2023,3.255,0.0,112.0,0
COVID19Casos,PI,Simões,Interior,9/2023,8.512,0.0,119.0,0
COVID19Casos,PI,Simplício Mendes,Interior,9/2023,14.532,0.0,385.0,0
COVID19Casos,PI,Socorro do Piauí,Interior,9/2023,2.611,0.0,56.0,0
COVID19Casos,PI,Sussuapara,Interior,9/2023,4.949,0.0,105.0,0
COVID19Casos,PI,Tamboril do Piauí,Interior,9/2023,392,0.0,56.0,0
COVID19Casos,PI,Tanque do Piauí,Interior,9/2023,3.360,0.0,7.0,0
COVID19Casos,PI,Teresina,Reg. Metropolitana,9/2023,968.912,0.0,21.049,0
COVID19Casos,PI,União,Reg. Metropolitana,9/2023,18.158,0.0,546.0,0
COVID19Casos,PI,Uruçuí,Interior,9/2023,39.494,0.0,518.0,0
COVID19Casos,PI,Valença do Piauí,Interior,9/2023,16.856,0.0,567.0,0
COVID19Casos,PI,Várzea Branca,Interior,9/2023,1.428,0.0,84.0,0
COVID19Casos,PI,Várzea Grande,Interior,9/2023,3.997,0.0,7.0,0
COVID19Casos,PI,Vera Mendes,Interior,9/2023,3.472,0.0,21.0,0
COVID19Casos,PI,Vila Nova do Piauí,Interior,9/2023,2.464,0.0,21.0,0
COVID19Casos,PI,Wall Ferraz,Interior,9/2023,2.366,0.0,21.0,0
COVID19Casos,PR,,Interior,9/2023,87.354,7.0,1.743,0
COVID19Casos,PR,Abatiá,Interior,9/2023,12.414,1.0,168.0,0
COVID19Casos,PR,Adrianópolis,Reg. Metropolitana,9/2023,14.133,0.0,217.0,0
COVID19Casos,PR,Agudos do Sul,Reg. Metropolitana,9/2023,12.707,1.0,273.0,0
COVID19Casos,PR,Almirante Tamandaré,Reg. Metropolitana,9/2023,130.950,25.0,3.493,0
COVID19Casos,PR,Altamira do Paraná,Interior,9/2023,4.277,0.0,105.0,0
COVID19Casos,PR,Alto Paraíso,Interior,9/2023,9.758,0.0,77.0,0
COVID19Casos,PR,Alto Paraná,Interior,9/2023,22.745,5.0,196.0,0
COVID19Casos,PR,Alto Piquiri,Interior,9/2023,18.572,1.0,217.0,0
COVID19Casos,PR,Altônia,Interior,9/2023,34.203,1.0,392.0,0
COVID19Casos,PR,Alvorada do Sul,Interior,9/2023,12.240,2.0,287.0,0
COVID19Casos,PR,Amaporã,Interior,9/2023,6.923,0.0,56.0,0
COVID19Casos,PR,Ampére,Interior,9/2023,43.418,5.0,490.0,0
COVID19Casos,PR,Anahy,Interior,9/2023,6.020,1.0,112.0,0
COVID19Casos,PR,Andirá,Interior,9/2023,41.823,3.0,707.0,0
COVID19Casos,PR,Ângulo,Interior,9/2023,6.768,1.0,77.0,0
COVID19Casos,PR,Antonina,Interior,9/2023,36.600,9.0,539.0,0
COVID19Casos,PR,Antônio Olinto,Interior,9/2023,10.275,2.0,126.0,0
COVID19Casos,PR,Apucarana,Interior,9/2023,164.303,26.0,4.102,0
COVID19Casos,PR,Arapongas,Interior,9/2023,215.634,-7.0,4.669,0
COVID19Casos,PR,Arapoti,Interior,9/2023,40.785,2.0,518.0,0
COVID19Casos,PR,Arapuã,Interior,9/2023,6.601,0.0,63.0,0
COVID19Casos,PR,Araruna,Interior,9/2023,25.730,17.0,308.0,0
COVID19Casos,PR,Araucária,Reg. Metropolitana,9/2023,329.490,32.0,4.13,0
COVID19Casos,PR,Ariranha do Ivaí,Interior,9/2023,4.949,0.0,35.0,0
COVID19Casos,PR,Assaí,Interior,9/2023,25.317,21.0,525.0,0
COVID19Casos,PR,Assis Chateaubriand,Interior,9/2023,70.151,1.0,1.036,0
COVID19Casos,PR,Astorga,Interior,9/2023,66.771,8.0,749.0,0
COVID19Casos,PR,Atalaia,Interior,9/2023,9.444,3.0,196.0,0
COVID19Casos,PR,Balsa Nova,Reg. Metropolitana,9/2023,23.146,-1.0,252.0,0
COVID19Casos,PR,Bandeirantes,Interior,9/2023,70.281,4.0,1.176,0
COVID19Casos,PR,Barbosa Ferraz,Interior,9/2023,26.054,2.0,434.0,0
COVID19Casos,PR,Barra do Jacaré,Interior,9/2023,4.893,0.0,49.0,0
COVID19Casos,PR,Barracão,Interior,9/2023,20.510,0.0,280.0,0
COVID19Casos,PR,Bela Vista da Caroba,Interior,9/2023,5.894,0.0,63.0,0
COVID19Casos,PR,Bela Vista do Paraíso,Interior,9/2023,29.781,1.0,623.0,0
COVID19Casos,PR,Bituruna,Interior,9/2023,19.796,0.0,280.0,0
COVID19Casos,PR,Boa Esperança,Interior,9/2023,10.354,1.0,147.0,0
COVID19Casos,PR,Boa Esperança do Iguaçu,Interior,9/2023,3.703,0.0,14.0,0
COVID19Casos,PR,Boa Ventura de São Roque,Interior,9/2023,8.001,0.0,84.0,0
COVID19Casos,PR,Boa Vista da Aparecida,Interior,9/2023,13.233,2.0,294.0,0
COVID19Casos,PR,Bocaiúva do Sul,Reg. Metropolitana,9/2023,24.703,0.0,217.0,0
COVID19Casos,PR,Bom Jesus do Sul,Interior,9/2023,10.166,2.0,77.0,0
COVID19Casos,PR,Bom Sucesso,Interior,9/2023,18.998,0.0,154.0,0
COVID19Casos,PR,Bom Sucesso do Sul,Interior,9/2023,8.113,0.0,70.0,0
COVID19Casos,PR,Borrazópolis,Interior,9/2023,14.325,4.0,266.0,0
COVID19Casos,PR,Braganey,Interior,9/2023,10.344,6.0,105.0,0
COVID19Casos,PR,Brasilândia do Sul,Interior,9/2023,7.266,0.0,98.0,0
COVID19Casos,PR,Cafeara,Interior,9/2023,6.391,0.0,105.0,0
COVID19Casos,PR,Cafelândia,Interior,9/2023,40.026,0.0,350.0,0
COVID19Casos,PR,Cafezal do Sul,Interior,9/2023,8.218,1.0,91.0,0
COVID19Casos,PR,Califórnia,Interior,9/2023,16.730,0.0,294.0,0
COVID19Casos,PR,Cambará,Interior,9/2023,48.141,8.0,554.0,1
COVID19Casos,PR,Cambé,Interior,9/2023,176.482,100.0,3.038,0
COVID19Casos,PR,Cambira,Interior,9/2023,19.938,1.0,231.0,0
COVID19Casos,PR,Campina da Lagoa,Interior,9/2023,26.862,2.0,462.0,0
COVID19Casos,PR,Campina do Simão,Interior,9/2023,4.417,0.0,112.0,0
COVID19Casos,PR,Campina Grande do Sul,Reg. Metropolitana,9/2023,80.178,7.0,1.281,0
COVID19Casos,PR,Campo Bonito,Interior,9/2023,4.641,0.0,112.0,0
COVID19Casos,PR,Campo do Tenente,Reg. Metropolitana,9/2023,5.236,0.0,140.0,0
COVID19Casos,PR,Campo Largo,Reg. Metropolitana,9/2023,258.448,29.0,3.681,-1
COVID19Casos,PR,Campo Magro,Reg. Metropolitana,9/2023,38.166,2.0,665.0,0
COVID19Casos,PR,Campo Mourão,Interior,9/2023,229.649,73.0,2.793,0
COVID19Casos,PR,Cândido de Abreu,Interior,9/2023,21.647,3.0,175.0,0
COVID19Casos,PR,Candói,Interior,9/2023,21.246,2.0,252.0,0
COVID19Casos,PR,Cantagalo,Interior,9/2023,14.144,1.0,277.0,1
COVID19Casos,PR,Capanema,Interior,9/2023,41.769,11.0,231.0,0
COVID19Casos,PR,Capitão Leônidas Marques,Interior,9/2023,24.838,-1.0,231.0,0
COVID19Casos,PR,Carambeí,Interior,9/2023,46.860,3.0,567.0,0
COVID19Casos,PR,Carlópolis,Interior,9/2023,14.644,0.0,378.0,0
COVID19Casos,PR,Cascavel,Interior,9/2023,602.403,113.0,8.987,4
COVID19Casos,PR,Castro,Interior,9/2023,140.768,10.0,1.939,0
COVID19Casos,PR,Catanduvas,Interior,9/2023,15.596,0.0,168.0,0
COVID19Casos,PR,Centenário do Sul,Interior,9/2023,18.114,4.0,287.0,0
COVID19Casos,PR,Cerro Azul,Reg. Metropolitana,9/2023,16.276,1.0,392.0,0
COVID19Casos,PR,Céu Azul,Interior,9/2023,21.694,12.0,252.0,0
COVID19Casos,PR,Chopinzinho,Interior,9/2023,32.390,3.0,427.0,0
COVID19Casos,PR,Cianorte,Interior,9/2023,160.676,18.0,1.533,0
COVID19Casos,PR,Cidade Gaúcha,Interior,9/2023,25.326,0.0,266.0,0
COVID19Casos,PR,Clevelândia,Interior,9/2023,27.945,1.0,686.0,0
COVID19Casos,PR,Colombo,Reg. Metropolitana,9/2023,342.288,22.0,6.419,0
COVID19Casos,PR,Colorado,Interior,9/2023,50.494,18.0,673.0,1
